480780;26-11-2017;First Half begins.;-;Southampton;Everton;0;0;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;1;0;NA;NA;NA
480780;26-11-2017;Lineups are announced and players are warming up.;-;Southampton;Everton;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;2;0;NA;NA;NA
480780;26-11-2017;Foul by Gylfi Sigurdsson (Everton).;4';Southampton;Everton;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;Gylfi Sigurdsson;Everton;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;3;0;NA;NA;4
480780;26-11-2017;Steven Davis (Southampton) wins a free kick on the right wing.;4';Southampton;Everton;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;1;Steven Davis;Southampton;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;4;0;NA;NA;4
480780;26-11-2017;Foul by Aaron Lennon (Everton).;5';Southampton;Everton;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;Aaron Lennon;Everton;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;5;0;NA;NA;5
480780;26-11-2017;Sofiane Boufal (Southampton) wins a free kick in the defensive half.;5';Southampton;Everton;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;1;Sofiane Boufal;Southampton;defensive half;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;6;0;NA;NA;5
480780;26-11-2017;Corner,  Southampton. Conceded by Gylfi Sigurdsson.;6';Southampton;Everton;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;1;Southampton;Gylfi Sigurdsson;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;7;0;NA;NA;6
480780;26-11-2017;Attempt missed. Charlie Austin (Southampton) right footed shot from the centre of the box is high and wide to the right following a corner.;7';Southampton;Everton;0;0;0;0;0;1;0;missed;Charlie Austin;Southampton;right;the centre of the box;high and wide to the right;NA;0;NA;NA;0;NA;1;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;8;0;NA;NA;7
480780;26-11-2017;Attempt missed. Kevin Mirallas (Everton) right footed shot from outside the box misses to the left. Assisted by Aaron Lennon.;10';Southampton;Everton;0;0;0;0;0;1;0;missed;Kevin Mirallas;Everton;right;outside the box;left;Aaron Lennon;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;9;0;NA;NA;10
480780;26-11-2017;Charlie Austin (Southampton) hits the right post with a right footed shot from the centre of the box. Assisted by CÃ©dric Soares with a cross.;11';Southampton;Everton;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;CÃ©dric Soares;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;10;0;NA;NA;11
480780;26-11-2017;Delay in match CÃ©dric Soares (Southampton) because of an injury.;12';Southampton;Everton;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;1;Southampton;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;11;0;NA;NA;12
480780;26-11-2017;Delay over. They are ready to continue.;13';Southampton;Everton;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;12;0;NA;NA;13
480780;26-11-2017;Corner,  Everton. Conceded by James Ward-Prowse.;14';Southampton;Everton;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;1;Everton;James Ward-Prowse;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;13;0;NA;NA;14
480780;26-11-2017;Goal!  Southampton 1, Everton 0. Dusan Tadic (Southampton) left footed shot from the centre of the box to the centre of the goal. Assisted by Ryan Bertrand with a through ball.;18';Southampton;Everton;1;0;0;0;0;1;0;goal;Dusan Tadic;Southampton;left;the centre of the box;centre of the goal;Ryan Bertrand;0;NA;NA;0;through;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;14;0;NA;NA;18
480780;26-11-2017;Attempt missed. Sofiane Boufal (Southampton) header from the centre of the box misses to the left. Assisted by CÃ©dric Soares with a cross.;26';Southampton;Everton;1;0;0;0;0;1;0;missed;Sofiane Boufal;Southampton;header;the centre of the box;left;CÃ©dric Soares;0;NA;NA;0;cross;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;15;0;NA;NA;26
480780;26-11-2017;Substitution, Everton. Ashley Williams replaces Leighton Baines because of an injury.;27';Southampton;Everton;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;1;1;Everton;Ashley Williams;Leighton Baines;0;NA;NA;NA;NA;1;16;0;NA;NA;27
480780;26-11-2017;Foul by Gylfi Sigurdsson (Everton).;27';Southampton;Everton;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;Gylfi Sigurdsson;Everton;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;17;0;NA;NA;27
480780;26-11-2017;Pierre-Emile HÃ¸jbjerg (Southampton) wins a free kick in the defensive half.;27';Southampton;Everton;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;1;NA;Southampton;defensive half;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;18;0;NA;NA;27
480780;26-11-2017;Foul by Idrissa Gueye (Everton).;30';Southampton;Everton;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;Idrissa Gueye;Everton;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;19;0;NA;NA;30
480780;26-11-2017;Pierre-Emile HÃ¸jbjerg (Southampton) wins a free kick in the attacking half.;30';Southampton;Everton;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;1;NA;Southampton;attacking half;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;20;0;NA;NA;30
480780;26-11-2017;Foul by Dominic Calvert-Lewin (Everton).;31';Southampton;Everton;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;Dominic Calvert-Lewin;Everton;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;21;0;NA;NA;31
480780;26-11-2017;Virgil van Dijk (Southampton) wins a free kick in the defensive half.;31';Southampton;Everton;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;1;Virgil van Dijk;Southampton;defensive half;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;22;0;NA;NA;31
480780;26-11-2017;Corner,  Everton. Conceded by CÃ©dric Soares.;31';Southampton;Everton;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;1;Everton;CÃ©dric Soares;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;23;0;NA;NA;31
480780;26-11-2017;Foul by Dominic Calvert-Lewin (Everton).;36';Southampton;Everton;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;Dominic Calvert-Lewin;Everton;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;24;0;NA;NA;36
480780;26-11-2017;Pierre-Emile HÃ¸jbjerg (Southampton) wins a free kick in the defensive half.;36';Southampton;Everton;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;1;NA;Southampton;defensive half;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;25;0;NA;NA;36
480780;26-11-2017;Attempt blocked. Charlie Austin (Southampton) right footed shot from outside the box is blocked. Assisted by Sofiane Boufal.;37';Southampton;Everton;1;0;0;0;0;1;0;blocked;Charlie Austin;Southampton;right;outside the box;NA;Sofiane Boufal;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;26;0;NA;NA;37
480780;26-11-2017;Corner,  Southampton. Conceded by Phil Jagielka.;40';Southampton;Everton;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;1;Southampton;Phil Jagielka;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;27;0;NA;NA;40
480780;26-11-2017;Attempt blocked. Charlie Austin (Southampton) header from the left side of the six yard box is blocked. Assisted by James Ward-Prowse with a cross.;41';Southampton;Everton;1;0;0;0;0;1;0;blocked;Charlie Austin;Southampton;header;the left side of the six yard box;NA;James Ward-Prowse;0;NA;NA;0;cross;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;28;0;NA;NA;41
480780;26-11-2017;Corner,  Southampton. Conceded by Michael Keane.;41';Southampton;Everton;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;1;Southampton;Michael Keane;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;29;0;NA;NA;41
480780;26-11-2017;Attempt missed. Virgil van Dijk (Southampton) header from very close range misses to the right. Assisted by James Ward-Prowse with a cross following a corner.;41';Southampton;Everton;1;0;0;0;0;1;0;missed;Virgil van Dijk;Southampton;header;very close range;right;James Ward-Prowse;0;NA;NA;0;cross;1;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;30;0;NA;NA;41
480780;26-11-2017;Goal!  Southampton 1, Everton 1. Gylfi Sigurdsson (Everton) right footed shot from outside the box to the bottom right corner. Assisted by Dominic Calvert-Lewin.;45';Southampton;Everton;1;1;0;0;0;1;0;goal;Gylfi Sigurdsson;Everton;right;outside the box;bottom right corner;Dominic Calvert-Lewin;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;31;0;NA;NA;45
480780;26-11-2017;First Half ends, Southampton 1, Everton 1.;45'+4';Southampton;Everton;1;1;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;32;1;NA;NA;49
480780;26-11-2017;Second Half begins Southampton 1, Everton 1.;45';Southampton;Everton;1;1;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;2;33;0;NA;NA;45
480780;26-11-2017;Foul by Idrissa Gueye (Everton).;49';Southampton;Everton;1;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;Idrissa Gueye;Everton;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;2;34;0;NA;NA;49
480780;26-11-2017;Sofiane Boufal (Southampton) wins a free kick on the left wing.;49';Southampton;Everton;1;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;1;Sofiane Boufal;Southampton;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;2;35;0;NA;NA;49
480780;26-11-2017;Attempt blocked. James Ward-Prowse (Southampton) right footed shot from outside the box is blocked.;50';Southampton;Everton;1;1;0;0;0;1;0;blocked;James Ward-Prowse;Southampton;right;outside the box;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;2;36;0;NA;NA;50
480780;26-11-2017;Goal!  Southampton 2, Everton 1. Charlie Austin (Southampton) header from very close range to the high centre of the goal. Assisted by Ryan Bertrand with a cross.;52';Southampton;Everton;2;1;0;0;0;1;0;goal;Charlie Austin;Southampton;header;very close range;high centre of the goal;Ryan Bertrand;0;NA;NA;0;cross;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;2;37;0;NA;NA;52
480780;26-11-2017;Attempt missed. Ryan Bertrand (Southampton) left footed shot from outside the box is too high. Assisted by Steven Davis.;55';Southampton;Everton;2;1;0;0;0;1;0;missed;Ryan Bertrand;Southampton;left;outside the box;too high;Steven Davis;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;2;38;0;NA;NA;55
480780;26-11-2017;Foul by Aaron Lennon (Everton).;56';Southampton;Everton;2;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;Aaron Lennon;Everton;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;2;39;0;NA;NA;56
480780;26-11-2017;Ryan Bertrand (Southampton) wins a free kick on the left wing.;56';Southampton;Everton;2;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;1;Ryan Bertrand;Southampton;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;2;40;0;NA;NA;56
480780;26-11-2017;Foul by Charlie Austin (Southampton).;57';Southampton;Everton;2;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;Charlie Austin;Southampton;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;2;41;0;NA;NA;57
480780;26-11-2017;Michael Keane (Everton) wins a free kick in the defensive half.;57';Southampton;Everton;2;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;1;Michael Keane;Everton;defensive half;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;2;42;0;NA;NA;57
